,kms11/cfz,kms34/cfz,kms11,kms34
0,7.313297026,7.253080801333333,7.180573234000001,7.245825778
1,10.409502943333333,10.355380036666666,10.226131780000001,10.010200650666667
2,7.404579272,7.06606271,7.257750360999999,7.012104167666667
3,9.164114343666666,9.025699333333334,9.154416458999998,9.170072434666666
4,4.012263858333333,4.052172527,4.044881392,4.067140201333333
5,5.808222275666666,5.752720602,5.850178066333332,5.883042304666667
6,5.5351073526666665,5.180253573,5.43831694,5.213607263
7,5.009516290333334,4.8390160856666675,4.904343494333333,4.8632877033333335
8,8.411449712999998,8.186500001,8.350586888333334,7.506563673
9,4.470868013666666,4.608455247666666,4.4530174276666665,4.711133962000001
10,6.434426902333333,6.328752333,6.3859409476666675,6.496778312
11,8.561807704333335,9.769002952666668,8.685674708333332,9.735297410333333
12,7.273310901333333,7.079137374000001,7.096904830333333,7.020454350666667
13,11.166585283333333,11.926534843333334,11.147118876666667,11.984461893333332
14,11.25091456,10.706718406666667,11.25726574,10.736460710000001
15,7.148180097333333,7.3586055596666675,7.154773896333334,7.237096696666666
16,5.027577715,5.059378296000001,4.915054033,4.943471439666666
17,8.202812176,7.399009246333333,8.175815866999999,7.354190652
18,10.213871546666667,9.137129528666668,10.016996998666666,8.943960811666667
19,4.890222657333333,5.046064125,4.944023725666667,4.978890641333334
20,5.772084974666666,4.787480413666667,5.609118851333334,4.851277171666666
21,7.237794887,7.2675112916666675,7.145713692,7.299196433666666
22,6.834145991,6.989481877999999,6.561545573666667,7.034815252333334
23,7.287563632666667,7.298537731333333,7.361090195333333,7.548599516333334
24,7.602606418000001,7.5335945576666665,7.624140498999999,7.680117080666666
25,6.903336577666667,6.966388234333333,7.005053661333332,6.995032899666666
26,9.626643545999999,9.011444420666669,9.478565539,9.140159626666666
27,6.370699264333333,7.4957770183333325,6.591472621666667,7.579443839666666
28,8.039991719666666,8.047146486333332,8.105694376333334,8.277462769666666
29,4.985728878666667,4.905001513999999,5.139725943666668,5.010307118666667
30,7.396682169999999,7.288154054,7.395680379333334,7.298222369666667
31,6.348455273333333,6.233519336666667,6.224530953666666,6.404801171666667
32,6.606212189,7.811953867333333,6.427352499666667,7.664562379333333
33,9.236423810666667,8.994025141333333,9.123962511,8.613620994333333
34,4.7778145069999995,4.504451084333334,4.462139924666666,4.647463674
35,4.794004609666666,4.900559854333333,4.978303809,4.974924513666667
36,7.103799601666666,6.887176227666667,7.141151629333333,6.910997475333333
37,5.924384876,5.970149537,5.889793335,6.040596806666667
38,7.752198124333333,8.788184182333334,7.865544913333333,8.556412702000001
39,4.7001680509999995,4.035278102,4.652178889333334,4.163054808666667
40,5.608835815333333,6.294286323333334,5.776329957000001,5.9198683516666675
41,5.81741035,5.5857012956666665,5.677568824666667,5.742409443333334
42,3.637230826666667,5.1062769433333335,3.621094790666667,4.338758702000001
43,6.899339510333334,8.194911912333334,6.716220285666668,7.498401644666667
44,6.563706092333334,7.221314622666665,6.649771896,7.310879838333332
45,7.192626006666667,7.955365643333334,7.489220613333333,7.912062617
46,7.016393570666668,5.7226803550000005,7.278920906333333,5.5169968979999995
47,4.337763143666667,4.531022381666667,4.368844950333333,4.350854481
48,9.714019669999999,9.934173592333332,9.693493735666666,9.873580322
49,7.937587194,8.022097475666667,7.8972296029999995,8.004574355666668
50,8.36797358,9.014895387000001,8.541664891333333,8.921162533666667
51,6.719541439666667,7.756239776666667,6.890806009666666,7.404190802333333
52,6.555603331,6.483802383666666,6.402190105,6.426120440666666
53,4.4404174266666665,3.9263838093333328,4.207984249,4.066770759
54,4.014819332666666,3.7450038140000004,3.897816822333333,3.8047568110000003
55,5.520549727333333,5.574329220666667,5.629398861666666,5.515213238666667
56,3.9181853046666664,3.8915073556666666,3.909252761,3.9289544553333333
57,3.8818719443333336,3.668982624666667,3.8915086916666666,3.8316064100000005
58,4.41364935,4.027176903666667,4.221971921000001,3.9920692840000007
59,6.514269328666667,6.2347011016666665,6.132879116999999,5.9539150649999995
60,3.4811995246666663,3.543999114,3.453123791666666,3.427137677333333
